Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,Asin,Isbn 10,Isbn 13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads
278,A History of England from the Tudors to the Stuarts,A History of England from the Tudors to the Stuarts,The Great Courses: Renaissance & Early Modern History,∞,"During the 229-year period from 1485 to 1714, England transformed itself from a minor feudal state into what has been called ""the first modern society""....","Robert Bucholz, The Great Courses",Robert Bucholz,Europe,History > Europe,History,Europe,"24h 32m ",Finished,2013-07-08,The Great Courses,,4.8,1157,,Lecture,English,,,,,,,,B00D97SK7Q,,,"<p>During the 229-year period from 1485 to 1714, England transformed itself from a minor feudal state into what has been called ""the first modern society"" and emerged as the wealthiest and most powerful nation in the world. </p> <p>Those years hold a huge and captivating story. The English survived repeated epidemics and famines, one failed invasion and two successful ones, two civil wars, a series of violent religious reformations and counter-reformations, and confrontations with two of the most powerful monarchs on Earth, Louis XIV of France and Philip II of Spain. But they did much more than survive. They produced a great culture, giving the world the ideas of John Locke, the plays of Shakespeare, the wit of Swift, the poetry of Milton, the buildings of Christopher Wren, the science of Isaac Newton, and the King James Bible, to name a very few. And, despite the cruelty, bloodshed, and religious suppression they visited upon so many, they ultimately left behind something else: the political principles and ideals for which we-and so many of them - would work and die, and on which we would build our own nation. </p> <p>Now you can watch this remarkable panorama of society, economics, religion, and politics unfold in a series of 48 transfixing lectures by a justifiably honored teacher who takes you into the lives of not only Britain's ruling royal houses, but the English people themselves, describing how they were born, worked, played, worshiped, fell in love, and died. </p> <p>Cinematic in their presentation and detail - whether describing the likely thoughts of Charles I on the way to his execution or the overheard weeping of Queen Anne after she fired her Lord Treasurer - these lectures are as memorable as the history they describe. </p>","Conquest of the Americas, The Celtic World, The Rise and Fall of the British Empire, Renaissance: The Transformation of the West, The Great Revolutions of Modern History, Henry VIII: King and Court, European Thought and Culture in the 19th Century, Classics of British Literature, Foundations of Western Civilization II: A History of the Modern Western World, Emperors of Rome, Years That Changed History: 1215, The Rise of Rome, The Symphony, The Roman Empire: From Augustus to the Fall of Rome, How the Medici Shaped the Renaissance, The History of Christianity in the Reformation Era, The Rise and Fall of the Third Reich, The End Is Always Near",https://audible.com/pd/B00D97SK7Q?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000008/bk_tcco_000008_sample.mp3,https://www.audible.com/webplayer?asin=B00D97SK7Q,https://m.media-amazon.com/images/I/51zmeVAd5HL._SL500_.jpg,https://www.goodreads.com/search?q=Robert%20Bucholz%20-%20A%20History%20of%20England%20from%20the%20Tudors%20to%20the%20Stuarts
277,World War I: The Great War,World War I: The Great War,The Great Courses: Modern History,∞,"Sparked by a terrorist act in Bosnia and spreading all too quickly beyond the expectations of those who were involved, World War I was an unprecedented catastrophe....","Vejas Gabriel Liulevicius, The Great Courses",Vejas Gabriel Liulevicius,Military,History > Military,History,Military,"18h 41m ",7m left,2013-07-08,The Great Courses,,4.6,2153,,Lecture,English,,,,,,,,B00DL7WLGA,,,"<p>Touched off by a terrorist act in Bosnia and spreading all too quickly beyond the expectations of those who were involved, World War I was an unprecedented catastrophe with a ghastly cost. After this first ""total war"" - the first conflict involving entire societies mobilized to wage unrestrained war, devoting all their wealth, industries, institutions, and the lives of their citizens to win victory at any price - the world itself would never be the same. </p> <p>These 36 riveting half-hour lectures cut through the tangle of historical data to uncover the patterns that make sense of complex events. Whereas most World War I narratives focus on the Western Front in France and Flanders, with its mazelike trenches, gas attacks, constant shelling, assaults ""over the top"" into withering machine gun fire, and duels of dog-fighting aviators in the sky, Professor Liulevicius also devotes great attention to other important arenas, including the Eastern Front, the Southern Fronts, the War at Sea, the Arab Revolt, the Communist Revolution, the Armenian Massacre, the Spanish Influenza, and more. </p> <p>Professor Liulevicius combines chronological and thematic approaches for a sweeping survey of World War I's many dimensions. He explores themes such as the surprising eagerness of all parties to plunge into mutual slaughter, the unexpected endurance of societies undergoing total war, the radically different hopes and hatreds that the war evoked, with remarkable contrasts between western and eastern Europe, the meanings that the different sides ascribed to the war, and the role of various ideologies in the war's course and conduct.</p>","European History and European Lives: 1715 to 1914, World War II: Up Close and Personal, Communism in Power, The Rise of Communism: From Marx to Lenin, The Renaissance, the Reformation, and the Rise of Nations, The First World War, The Rise of Rome, The Medieval World, The Ottoman Empire, The Guns of August, History's Greatest Voyages of Exploration, The Celtic World, William Shakespeare: Comedies, Histories, and Tragedies, Norse Mythology, The Roman Empire: From Augustus to the Fall of Rome, Years That Changed History: 1215, Renaissance: The Transformation of the West, The Great Revolutions of Modern History",https://audible.com/pd/B00DL7WLGA?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000347/bk_tcco_000347_sample.mp3,https://www.audible.com/webplayer?asin=B00DL7WLGA,https://m.media-amazon.com/images/I/51-3-6Gp45L._SL500_.jpg,https://www.goodreads.com/search?q=Vejas%20Gabriel%20Liulevicius%20-%20World%20War%20I%3A%20The%20Great%20War
276,World War II: A Military and Social History,World War II: A Military and Social History,The Great Courses: Modern History,∞,This engaging series of 30 lectures is rich in detail and near-cinematic portraits of the leaders and events of World War II....,"Thomas Childers, The Great Courses",Thomas Childers,"United States, Military",History > Americas,History,Americas,"15h 7m ",&lt;1 min left,2013-07-08,The Great Courses,,4.7,1799,,Lecture,English,,,,,,,,B00DJ8ILIS,,,"<p>Between 1937 and 1945, approximately 55 million people perished in the series of interrelated conflicts known as the Second World War. No continent was left untouched, no ocean unaffected. The war led to the eclipse of Europe and the emergence of the United States and the Soviet Union as global superpowers; ushered in the atomic age; produced, in the Holocaust, the most horrific crime ever committed in the history of Western civilization, and led to the end of Europe's colonial empires around the world. But though World War II defined an entire epoch in human history, pressing questions remain - about whether Hitler could have been stopped earlier, about Pearl Harbor, about saving more people from the Holocaust, about using the atomic bomb, and even about how close the Allies came to actually losing. </p> <p>This engaging series of 30 lectures is rich in detail and near-cinematic portraits of leaders and events. It explores not only the origins of the war, including the impact of the Treaty of Versailles, but also how it unfolded on both battlefront and the American home front, with focused looks at key subjects like Nazism and the Holocaust and the philosophy of strategic bombing and its impact on the future nature of warfare.</p>","Europe and Western Civilization in the Modern Age, World War II: Up Close and Personal, American Military History: From Colonials to Counterinsurgents, Unsung Heroes of World War II: Europe, The Rise of Communism: From Marx to Lenin, War and World History, Understanding Russia, The Mongol Empire, A New History of the American South, Renaissance: The Transformation of the West, Understanding the US Government, The Agency: A History of the CIA, Communism in Power, A History of Freedom, The Rise and Fall of the Third Reich, 1776, Pacific Crucible: War at Sea in the Pacific, 1941-1942, Killing Jesus",https://audible.com/pd/B00DJ8ILIS?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000348/bk_tcco_000348_sample.mp3,https://www.audible.com/webplayer?asin=B00DJ8ILIS,https://m.media-amazon.com/images/I/410V-zEL5oL._SL500_.jpg,https://www.goodreads.com/search?q=Thomas%20Childers%20-%20World%20War%20II%3A%20A%20Military%20and%20Social%20History
275,"The History of the United States, 2nd Edition","The History of the United States, 2nd Edition",The Great Courses: Modern History,∞,"While American history spans not much more than two centuries, it is filled with a wealth of leaders, wars, movements, inventions, and ideas....","The Great Courses, Allen C. Guelzo, Gary W. Gallagher, Patrick N. Allitt","Allen C. Guelzo, Gary W. Gallagher, Patrick N. Allitt",Americas,History > Americas,History,Americas,"43h 23m ",28h 28m left,2013-07-08,The Great Courses,,4.7,3935,,Lecture,English,,,,,,,,B00DIHAN68,,,"<p>This comprehensive series of 84 lectures features three award-winning historians sharing their insights into this nation's past - from the European settlement and the Revolutionary War through the Civil War, 19th-century industrialization, two world wars, and the present day. </p> <p>While American history spans not much more than two centuries, it is filled with a wealth of leaders, wars, movements, inventions, and ideas - each of which contributed in its own unique way to America's transformation from 13 disparate colonies on the east coast of North America into a global superpower. </p> <p>These lectures give you the opportunity to grasp the different aspects of our past that combine to make us distinctly American, and to gain the knowledge so essential to recognizing not only what makes this country such a noteworthy part of world history, but the varying degrees to which it has lived up to its ideals. </p> <p>The lectures chart the five predominant themes that run throughout the chronicle of U.S. history: </p> <ul> <li>The American passion for freedom-including religious, political, and economic freedom.</li> <li> The pursuit of education, which has been the quintessential way for Americans to invent (and reinvent) themselves.</li> <li>The unquestioned faith in the value of popular government.</li> <li>The willingness of Americans to experiment with and adapt to new environments and situations.</li> <li>The belief that the United States is a ""city on the hill,"" a country the likes of which the world has never seen before. </li> </ul> <p>Placing familiar historical events in the context of these overarching themes will help you see American history less as a series of separate events and more as a mosaic in which everything is interconnected. </p>","Law School for Everyone, Economics, 3rd Edition, The Philosopher's Toolkit: How to Be the Most Rational Person in Any Room, How to Listen to and Understand Great Music, 3rd Edition, The Great Ideas of Philosophy, 2nd Edition, How the Earth Works, A People's History of the United States, The Story of Human Language, Biology: The Science of Life, Food: A Cultural Culinary History, Classics of American Literature, Foundations of Western Civilization II: A History of the Modern Western World, The Rise and Fall of the Third Reich, Einstein's Relativity and the Quantum Revolution: Modern Physics for Non-Scientists, 2nd Edition, Chemistry and Our Universe, The Science of Energy, 1776, Genghis Khan and the Making of the Modern World",https://audible.com/pd/B00DIHAN68?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000302/bk_tcco_000302_sample.mp3,https://www.audible.com/webplayer?asin=B00DIHAN68,https://m.media-amazon.com/images/I/51Cmm8r+YzL._SL500_.jpg,https://www.goodreads.com/search?q=The%20Great%20Courses%20-%20The%20History%20of%20the%20United%20States%2C%202nd%20Edition
274,The Skeptic's Guide to American History,The Skeptic's Guide to American History,The Great Courses: Modern History,∞,Travel back in time and examine many commonly held myths and half-truths about American history and prompt yourself to think about what really happened in the nation's past....,"Mark A. Stoler, The Great Courses",Mark A. Stoler,Americas,History > Americas,History,Americas,12h 1m,,2013-07-08,The Great Courses,,4.5,4500,,Lecture,English,,,,,,,,B00DHOS3PA,,,"<p>To take a skeptical approach to American history is not to dabble in imaginative conspiracy theories; rather, it's to reframe your understanding of this great nation's past and actually strengthen your appreciation for what makes American history such a fascinating chapter in the larger story of Western civilization. And in this bold 24-lecture series, you can do just that. </p> <p>Travel back in time and examine many commonly held myths and half-truths about American history and prompt yourself to think about what really happened in the nation's past - as opposed to what many believe happened. These lectures demonstrate how reconsidering some of the most popular notions of U.S. history can yield new (and sometimes startlingly different) interpretations of political, social, economic, and military events. But more than just debunking commonly accepted accounts, you'll be able to replace these misconceptions with insightful truths. Exploring both America's history and the verdicts that have been rendered about some of its most enduring figures - including George Washington, John Adams, Woodrow Wilson, Franklin Delano Roosevelt, and many others - these lectures investigate a wide-ranging list of questions. What impact did other nations have on the American Revolution? Has George Washington always been revered as president? Do we now understand the true blunders in America's Vietnam policies and tactics? </p> <p>In exploring these and other questions, these lectures prove themselves to be a delightful intellectual experience that will allow you to rethink not just the facts of U.S. history, but also their meaning. </p>","The Vikings, The Pagan World, Ancient Civilizations of North America, The Science of Energy, Writing Great Fiction: Storytelling Tips and Techniques, The Philosopher's Toolkit: How to Be the Most Rational Person in Any Room, The Story of Human Language, The Middle East in the 20th Century, The Art of Negotiating the Best Deal, Einstein's Relativity and the Quantum Revolution: Modern Physics for Non-Scientists, 2nd Edition, Why You Are Who You Are, Money and Banking: What Everyone Should Know, Understanding the Mysteries of Human Behavior, My Favorite Universe, Buddhism, Books That Have Made History: Books That Can Change Your Life, World War II: Up Close and Personal, The Great Revolutions of Modern History",https://audible.com/pd/B00DHOS3PA?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000272/bk_tcco_000272_sample.mp3,https://www.audible.com/webplayer?asin=B00DHOS3PA,https://m.media-amazon.com/images/I/517SHXKeJ-L._SL500_.jpg,https://www.goodreads.com/search?q=Mark%20A.%20Stoler%20-%20The%20Skeptic's%20Guide%20to%20American%20History
273,The Decisive Battles of World History,The Decisive Battles of World History,The Great Courses: Military,∞,"Throughout history, military engagements have altered the course of historical events....","The Great Courses, Gregory S. Aldrete",Gregory S. Aldrete,"Military, World",History > Military,History,Military,"18h 29m ",Finished,2014-04-04,The Great Courses,,4.6,1830,,Lecture,English,,,,,,,,B00IXXNABC,,,"<p>Throughout history, military engagements have altered the course of historical events, causing major changes both on a global scale (the battles of Yarmouk &amp; al-Qadisiyyah in 636 determined the religious/linguistic orientation of the Middle East that persists today) as well as within individual cultures (the 1836 battle of San Jacinto gave the United States nearly one-third of its continental territory). For these reasons and more, the study of pivotal battles is a highly useful analytical tool and an important component for understanding world history. </p> <p>In these 36 dynamic lectures, Professor Aldrete leads you in discovering the military conflicts that have had the greatest impact in shifting the direction of events and defining our world. Across 4,000 years of history, you'll explore nearly 40 key military engagements, from the milestone battles of Western civilization to their counterparts in the Middle East, India, and Asia. </p> <p>Through his dramatic and evocative descriptions, using special maps and animations, Professor Aldrete brings the events vividly alive, taking you through the moment-by-moment unfolding of each battle. Throughout the lectures, he uncovers fascinating background material that highlights the drama, poignancy, and scope of the experience of war. This engrossing course provides unique insights into world civilizations by revealing the profound impact of military battles in human history. </p>","Masters of War: History's Greatest Strategic Thinkers, War and World History, American Military History: From Colonials to Counterinsurgents, The Roman Empire: From Augustus to the Fall of Rome, Understanding Russia, Law School for Everyone, The Great Ideas of Philosophy, 2nd Edition, The Renaissance, the Reformation, and the Rise of Nations, Classical Mythology, Understanding the Inventions That Changed the World, The Rise of Rome, The Mongol Empire, The Real History of Pirates, A Historian Goes to the Movies: Ancient Rome, The Great Revolutions of Modern History, World War II: Up Close and Personal, Unsung Heroes of World War II: Europe, A New History of the American South",https://audible.com/pd/B00IXXNABC?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000372/bk_tcco_000372_sample.mp3,https://www.audible.com/webplayer?asin=B00IXXNABC,https://m.media-amazon.com/images/I/51G5Ygb0gkL._SL500_.jpg,https://www.goodreads.com/search?q=The%20Great%20Courses%20-%20The%20Decisive%20Battles%20of%20World%20History
272,The Other Side of History: Daily Life in the Ancient World,The Other Side of History: Daily Life in the Ancient World,The Great Courses: Ancient History,∞,The past truly comes alive as you take a series of imaginative leaps into the world of history's anonymous citizens....,"Robert Garland, The Great Courses",Robert Garland,Ancient History,History > Ancient History,History,Ancient History,"24h 28m ",&lt;1 min left,2013-07-08,The Great Courses,,4.6,8101,,Lecture,English,,,,,,,,B00DDVPXJG,,,"<p>Look beyond the abstract dates and figures, kings and queens, and battles and wars that make up so many historical accounts. Over the course of 48 richly detailed lectures, Professor Garland covers the breadth and depth of human history from the perspective of the so-called ordinary people, from its earliest beginnings through the Middle Ages. </p> <p>The past truly comes alive as you take a series of imaginative leaps into the world of history's anonymous citizens, people such as a Greek soldier marching into battle in the front row of a phalanx; an Egyptian woman putting on makeup before attending an evening party with her husband; a Greek citizen relaxing at a drinking party with the likes of Socrates; a Roman slave captured in war and sent to work in the mines; and a Celtic monk scurrying away with the Book of Kells during a Viking invasion. </p> <p>Put yourself in the sandals of ordinary people and discover what it was like to be among history's 99%. What did these everyday people do for a living? What was their home like? What did they eat? What did they wear? What did they do to relax? What were their beliefs about marriage? Religion? The afterlife? </p> <p>This extraordinary journey takes you across space and time in an effort to be another person - someone with whom you might not think you have anything at all in common - and come away with an incredible sense of interconnectedness. You'll see the range of possibilities of what it means to be human, making this a journey very much worth taking.</p>","The Art of War, Food: A Cultural Culinary History, The Story of Human Language, The Real History of Pirates, The Pagan World, Confucius, Buddha, Jesus, and Muhammad, How the Earth Works, The Vikings, Ancient Civilizations of North America, The Celtic World, Ancient Mesopotamia, The Great Ideas of Philosophy, 2nd Edition, The Rise of Rome, The End Is Always Near, Sapiens, An Economic History of the World since 1400, Analysis and Critique: How to Engage and Write about Anything, King Arthur: History and Legend",https://audible.com/pd/B00DDVPXJG?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000227/bk_tcco_000227_sample.mp3,https://www.audible.com/webplayer?asin=B00DDVPXJG,https://m.media-amazon.com/images/I/61XaLYB1rfL._SL500_.jpg,https://www.goodreads.com/search?q=Robert%20Garland%20-%20The%20Other%20Side%20of%20History%3A%20Daily%20Life%20in%20the%20Ancient%20World
271,The Black Death: The World's Most Devastating Plague,The Black Death: The World's Most Devastating Plague,The Great Courses: Medieval History,∞,Many of us know the Black Death as a catastrophic event of the medieval world. But the Black Death was arguably the most significant event in Western history....,"Dorsey Armstrong, The Great Courses",Dorsey Armstrong,World,History > World,History,World,"12h 10m ",Finished,2016-05-27,The Great Courses,,4.7,2637,,Lecture,English,,,,,,,,B01FWOO4C8,,,"<p>Many of us know the Black Death as a catastrophic event of the medieval world. But the Black Death was arguably the most significant event in Western history, profoundly affecting every aspect of human life, from the economic and social to the political, religious, and cultural. In its wake the plague left a world that was utterly changed, forever altering the traditional structure of European societies and forcing a rethinking of every single system of Western civilization: food production and trade, the church, political institutions, law, art, and more. In large measure, by the profundity of the changes it brought, the Black Death produced the modern world we live in today. </p> <p>While the story of the Black Death is one of destruction and loss, its breathtaking scope and effects make it one of the most compelling and deeply intriguing episodes in human history. Understanding the remarkable unfolding of the plague and its aftermath provides a highly revealing window not only on the medieval world but also on the forces that brought about the Renaissance, the Protestant Reformation, and modernity itself. </p> <p>Speaking to the full magnitude of this world-changing historical moment, <i>The Black Death: The World's Most Devastating Plague</i>, taught by celebrated medievalist Dorsey Armstrong of Purdue University, takes you on an unforgettable excursion into the time period of the plague, its full human repercussions, and its transformative effects on European civilization. In 24 richly absorbing lectures, you'll follow the path of the epidemic in its complete trajectory across medieval Europe. Majestic in scope and remarkable in detail, this course goes to the heart of one of Western history's most catalytic and galvanizing moments, the effects of which gave us the modern world. </p>","Charlemagne: Father of Europe, The History of Ancient Egypt, Years That Changed History: 1215, The Great Mortality, The Real History of Pirates, Turning Points in Middle Eastern History, The Mongol Empire, Year of Wonders, Renaissance: The Transformation of the West, The Celtic World, A Distant Mirror, The Great Influenza, Great Minds of the Medieval World, King Arthur: History and Legend, The Rise of Rome, World War II: Up Close and Personal, Classical Mythology, The Roman Empire: From Augustus to the Fall of Rome",https://audible.com/pd/B01FWOO4C8?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000440/bk_tcco_000440_sample.mp3,https://www.audible.com/webplayer?asin=B01FWOO4C8,https://m.media-amazon.com/images/I/61uBSgRDXZL._SL500_.jpg,https://www.goodreads.com/search?q=Dorsey%20Armstrong%20-%20The%20Black%20Death%3A%20The%20World's%20Most%20Devastating%20Plague
270,The American Civil War,The American Civil War,The Great Courses: Modern History,∞,This series of lectures offers detailed analyses of the strategic and tactical dimensions of the Civil War's most important campaigns....,"Gary W. Gallagher, The Great Courses",Gary W. Gallagher,"Americas, Military",History > Americas,History,Americas,"24h 37m ",Finished,2013-07-08,The Great Courses,,4.8,3763,,Lecture,English,,,,,,,,B00DICDCG6,,,"<p>Between 1861 and 1865, the clash of the greatest armies the Western hemisphere had ever seen turned small towns, little-known streams, and obscure meadows in the American countryside into names we will always remember. In those great battles, those streams ran red with blood - and the United States was truly born. </p> <p>If you've ever wanted to understand the Civil War, this series of 48 startlingly evocative lectures by a leading Civil War historian can serve as both an ideal single course or a solid starting point for further exploration - a richly detailed examination of how this great conflict affected every person in America. For you'll gain not only a deep knowledge of what happened, but new insights into why. </p> <p>You'll learn how both sides' armies were recruited, equipped, and trained, and about the hard lot of those they took prisoner. You'll hear how soldiers on each of those sides dealt with the rigors of camp life, campaigns, and the terror of combat. And you'll understand how slaves and their falling masters responded to the advancing war, as well as the desperate price paid by the families so many left behind. </p> <p>Though this series of lectures goes far beyond a simple examination of battles and generals, it also offers detailed analyses of the strategic and tactical dimensions of the Civil War's most important campaigns. At the same time, it never forgets that the conflict involved far more than pins on a map - and indeed claimed a greater cost in human lives than all other American wars combined.</p>","Churchill, The Rise of Rome, The History of Ancient Egypt, The Civil War: A Narrative, Volume I, Fort Sumter to Perryville, American Ulysses, The Great Ideas of Philosophy, 2nd Edition, How to Listen to and Understand Great Music, 3rd Edition, World War II: Up Close and Personal, Law School for Everyone, America’s Long Struggle Against Slavery, Food: A Cultural Culinary History, The Rise and Fall of the Third Reich, The Real History of Pirates, The Glorious Cause: The American Revolution: 1763-1789, The Roman Empire: From Augustus to the Fall of Rome, Foundations of Western Civilization II: A History of the Modern Western World, Rebel Yell, The Crusades",https://audible.com/pd/B00DICDCG6?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000281/bk_tcco_000281_sample.mp3,https://www.audible.com/webplayer?asin=B00DICDCG6,https://m.media-amazon.com/images/I/51WpTjMKQnL._SL500_.jpg,https://www.goodreads.com/search?q=Gary%20W.%20Gallagher%20-%20The%20American%20Civil%20War
269,"The Art of Conflict Management: Achieving Solutions for Life, Work, and Beyond","The Art of Conflict Management: Achieving Solutions for Life, Work, and Beyond",The Great Courses: Professional,∞,"You don't have a choice about becoming involved in conflict. You do, however, have a choice about learning to manage it....","Michael Dues, The Great Courses",Michael Dues,Communication & Social Skills,"Relationships, Parenting & Personal Development > Personal Development","Relationships, Parenting & Personal Development",Personal Development,"12h 21m ",10h 58m left,2013-07-08,The Great Courses,,4.4,2000,,Lecture,English,,,,,,,,B00DIEGPTA,,,"<p>In 24 lectures brimming with practical tips, tools, and techniques everyone can use to better manage conflict in his or her professional and personal lives, gain the essential skills of conflict management. As presented by Professor Dues, these lectures will show you how to effectively deal with conflicts of all kinds, using the ""win-win"" model that has dominated the field for the past six decades. </p> <p>You'll gain effective techniques for handling conflicts in your workplace, other organizational settings, or your personal life, whether you're dealing with supervisors, coworkers, acquaintances, close friends, or family members. You'll learn the best ways to analyze conflicts and work through the steps toward resolving them, including clarifying goals, handling difficult emotions, and negotiating agreements. And you'll grasp the fundamental tricks of the trade that experienced negotiators have long used to deal with even the most seemingly intractable moral and cultural conflicts. </p> <p>While drawing on the latest groundbreaking research, Professor Dues has designed these lectures to be as practical as possible. Requiring no background in conflict management, negotiation, or psychology, they offer you not just knowledge, but strategies and tactics you can put to work in your own life right now. Best of all, you'll be able to see those strategies and tactics in action through 70 professionally acted dramatizations that illustrate different conflict situations at home and in the workplace.</p> <p>You don't have a choice about becoming involved in conflict. You do, however, have a choice about learning to manage it successfully by using the invaluable tools these lectures can give you.</p>","The Art of Storytelling: From Parents to Professionals, How to Speak Effectively in Any Setting, The Art of Critical Decision Making, Why You Are Who You Are, Crashes and Crises: Lessons from a History of Financial Disasters, Cognitive Behavioral Therapy for Daily Life, Your Best Brain: The Science of Brain Improvement, Cognitive Behavioral Therapy, The Science of Energy, How to Build a Thriving Workplace: A Leader’s Guide, Your Public Persona: Self-Presentation in Everyday Life, The Philosopher's Toolkit: How to Be the Most Rational Person in Any Room, The Learning Brain, Understanding the Dark Side of Human Nature, Changing Body Composition Through Diet and Exercise, Getting Past No, Argumentation: The Study of Effective Reasoning, 2nd Edition, Understanding Investments",https://audible.com/pd/B00DIEGPTA?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000282/bk_tcco_000282_sample.mp3,https://www.audible.com/webplayer?asin=B00DIEGPTA,https://m.media-amazon.com/images/I/519lkXBIpOL._SL500_.jpg,https://www.goodreads.com/search?q=Michael%20Dues%20-%20The%20Art%20of%20Conflict%20Management%3A%20Achieving%20Solutions%20for%20Life%2C%20Work%2C%20and%20Beyond
268,Cultural Literacy for Religion: Everything the Well-Educated Person Should Know,Cultural Literacy for Religion: Everything the Well-Educated Person Should Know,The Great Courses: Comparative & World Religion,∞,"These 24 enlightening lectures offer you the chance to experience the world's religions from all angles – historical, theological, and cultural....","Mark Berkson, The Great Courses",Mark Berkson,Spirituality,Religion & Spirituality > Spirituality,Religion & Spirituality,Spirituality,"12h 19m ",7h 33m left,2013-07-08,The Great Courses,,4.6,2313,,Lecture,English,,,,,,,,B00D9411UW,,,"<p>According to polls conducted by Gallup and the Pew Research Forum on Religion &amp; Public Life, the majority of Americans fail basic tests about religion, including tests on their own faith. This is troublesome because religious literacy is about so much more than naming deities or knowing the stories of ancient history. For many of us, religion is a way to examine and understand ourselves. </p> <p>Moreover, religious literacy – the knowledge of basic teachings, symbols, practices, founders, institutions, and values of the world's religious traditions - can shed new light on the world around us and knock down the boundaries between us, making us better neighbors and better citizens. These 24 enlightening lectures offer you the chance to experience the breadth and depth of the world's religions from all angles – historical, theological, and cultural. They take you on a tour of the world and its religious cultures. From India to East Asia to the Middle East to the United States, your journey with Professor Berkson introduces you to the beliefs and practices of other traditions and provides you with new insights into your own. </p> <p>The course approaches each religion from an ""imaginative insider's perspective."" What does the world look like from the perspective of someone within each tradition? What does this person value and care about? What are the everyday scriptures, rituals, traditions, and holidays like? </p> <p>Along the way, you'll discover certain features that are common to many religions – concepts of divinity, scripture, rituals, and explanations of good and evil - and you'll find new ways to attain greater self-understanding.</p>","God and Mankind: Comparative Religions, Customs of the World: Using Cultural Intelligence to Adapt, Wherever You Are, Cognitive Behavioral Therapy for Daily Life, Classical Mythology, Law School for Everyone, Redefining Reality, The Great Ideas of Philosophy, 2nd Edition, The Story of Human Language, Understanding the Old Testament, Turning Points in Middle Eastern History, Understanding the New Testament, The New Testament, How to Listen to and Understand Great Music, 3rd Edition, The Pagan World, Introduction to the Qur’an, The Philosopher's Toolkit: How to Be the Most Rational Person in Any Room, The Great Ideas of Psychology, Turning Points in American History",https://audible.com/pd/B00D9411UW?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tcco/000071/bk_tcco_000071_sample.mp3,https://www.audible.com/webplayer?asin=B00D9411UW,https://m.media-amazon.com/images/I/51titl963KL._SL500_.jpg,https://www.goodreads.com/search?q=Mark%20Berkson%20-%20Cultural%20Literacy%20for%20Religion%3A%20Everything%20the%20Well-Educated%20Person%20Should%20Know
